serial_no,h1_cd,h2_cd,h3_cd,td_desc,mark_id_char
88032453,"10,15,19","100,715,051,913","100,725,150,504,191,000","the mark consists of a three dimensional configuration of a diagnostic device comprised of two adjacent units with an overall three dimensional trapezoidal-prism shape in which the housing for the device for the top and front panels is made of a unitary material comprising the full top and reaching to the bottom of the front side in a continuous curved transition from the horizontal top of the modules to the outwardly slanted vertical front of the modules. the modules include three recessed areas containing lighted test or specimen bays vertically arranged on one module with the larger module bearing a screen. each recessed area contains a light feature with an inverted u-shape, along with the specimen bay itself. there are operational buttons and instrument feet on the bottom edge. the specimen bays, the computer screen and the operational buttons and instrument feet are shown in dotted lines to indicate placement and do not form part of the mark.  x-ray apparatus; surgical gowns; bed pans; blood pressure apparatus; braces (neck, back, teeth, leg, etc.); caps, surgical; clamps, medical; eye droppers; surgical caps; scrubs (surgical); pans, bed; mirrors, dental; masks, surgical; intravenous devices; inhalers (medical); hot water bottles; heating pads; hearing aids; gloves, surgical; face masks, surgical    pda (personal digital assistant); tablet computers, handheld; mp3 players; digital music players; handheld video game players; video game players with screens, handheld    beakers",
88032529,"01,02,04,24,26","10,101,050,111,020,100,000,000,000,000,000,000","10,105,010,503,011,100,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000","the mark consists of a blue stylized sun-shaped medallion with white highlighting and black shading consisting of the depiction of a tribal mask that resembles the profile of a human head facing to the right where a crescent moon is positioned on the back of the head and where the mask is positioned within a circular blue ring with white highlighting that contains eight points and where the foregoing is positioned on a black stylized fading circle that has the top, bottom, left side, and right side cut off so that those portions of the circle are flat.  stars one or more stars with seven or more points    sun representing a human face or an animal    partial moons, including half moons and crescent moons (not a moon with craters); moons, half; moons, crescent    other representations of the moon or moons, including moons with craters; moons with craters    portraiture of men in profile; men heads, portraiture, or busts in profile; heads of men in profile; busts of men in profile    iris (eye); human eyes; eyes, human    nose, human; spine, human; tongue, human; nerves, human; blood vessels, human; brain, human; buttocks, human; human, other parts of the body; intestines, human; lungs, human    masks, theatrical masks; masks, halloween (costume); face masks (costume)    shields or crests with figurative elements contained therein or superimposed thereon    circles with a decorative border, including scalloped, ruffled and zig-zag edges    two concentric circles; concentric circles, two; circles, two concentric    circles that are totally or partially shaded.    triangles four or more; four or more triangles    triangles that are completely or partially shaded",
88032895,"15,26","150,926,012,617","150,925,260,102,260,000,000,000","the mark consists of a design of a zig zag line with an open circle on each end representing electrical current.  fuses, electrical; fuseboxes; electrical charging devices; computer chips and circuits; chips and board hardware for computers; electric connectors and circuitry lines; circuit boards; electrical controllers; controllers, electrical; battery chargers    circles, plain single line; plain single line circles    circles, two (not concentric); two circles    zig-zag line(s); lines, zig-zag",
88033190,17,1703,170302,"the mark consists of a three-dimensional configuration of a closed cuff bracelet featuring a flat portion connecting the two ends of the cuff. the broken lines depicting the hook and loop latching element and the interconnected needle-eye loops indicate placement of the mark on the goods and are not part of the mark.  tags, identification (metal); dog tags (military identification); bracelets; necklaces; chokers (jewelry); chains, jewelry",
88033335,"07,26","7,032,617","70,309,261,702,261,700,000,000","the mark consists of a stylized lighthouse.  lighthouses    wavy line(s), band(s) or bar(s); lines, wavy; bars, wavy; bands, wavy    lines, horizontal; horizontal line(s), band(s) or bar(s); bands, horizontal; bars, horizontal    lines, curved; bars, curved; curved line(s), band(s) or bar(s); bands, curved",
88034043,"02,17,26","21,117,072,601","21,101,170,705,260,100","the mark consists of a compass design have four triangular points pointing up, down, left and right and emerging from a center comprising a heart within a circle. the heart also has four smaller triangular points pointing in the diagonal directions of upper-left, upper-right, lower-left and lower-right of the overall design.  hearts excluding hearts as carriers or depicted on playing cards    directional compasses, including mariner's compasses and compass points; compasses (directional)    circles that are totally or partially shaded.",
88034137,"03,26","3,152,601","31,503,260,121","the mark consists of a yellow circle with an orange silhouette of a full-size chicken, centered in the circle.  chickens; chicks; hens; roosters    circles that are totally or partially shaded.",
88034758,5,"5,050,513","50,503,051,309","the mark consists of a green fleur-de-lis made from a cannabis leaf.  fleur-de-lis    pot leaf, leaves, and plants; hemp leaf, leaves, and plants; marijuana leaf, leaves, and plants; cannabis leaf, leaves, and plants",
88034793,"01,07","10,707,090,711","10,701,070,907,071,100",the mark consists of an image of the world with shadow images of the golden gate bridge and the eiffel tower superimposed from left to right across the world image with the golden gate bridge image of a larger scale than the eiffel tower image.  globes with outlines of continents    eiffel tower    drawbridges; bridges,
88034915,"05,26","50,326,052,617","50,306,260,528,261,700","the mark consists of the design of a trefoil knot with the left part of the knot in light blue, the right part of the knot in blue and the top part of the knot in dark blue.  shamrocks (trefoil); clubs, trefoil on playing card; clover, three-leaf    triangular shape (miscellaneous overall shape); miscellaneous designs with overall triangular shape    lines, curved; curved line(s), band(s) or bar(s); bars, curved; bands, curved",
88035015,"24,26","24,092,601","240,907,260,102","the mark consists of a rectangular banner which overlaps across the center of the outline of a circle. the white area in the center of the circle represents background only.  banners; advertising, banners    plain single line circles; circles, plain single line",
88035383,"03,09","3,010,903","30,109,030,116,030,100,000,000","the mark consists of a wolf wearing a bandana.  coyotes; hyenas; jackals; wolf; wolves; dingoes    stylized felines, including cats of any size    stylized dogs, wolves, and foxes    costumed felines and those with human attributes, including cats of all sizes    scarves; neckerchiefs; bandannas; ascots",
88036713,"02,04,26","201,040,726,012,617","20,133,040,703,260,100,000,000","the mark consists of the design of a stylized human formed by a circle above a cross-like design that slightly folds in the middle and appears similar to a chevron.  grotesque men formed by letters, numbers, punctuation or geometric shapes; stick figures    geometric shapes forming a person; person formed by geometric shapes; geometric figures representing a person; geometric figures or combinations of geometric figures representing a person    circles that are totally or partially shaded.    chevrons; angles (geometric)",
88036751,3,303,"30,309,030,324","the mark consists of a camel design, facing right.  camels, both bactrian and dromedary, including heads and other parts uniquely identifiable with camels, and also including stylized, costumed, and those with human attributes    stylized elephants, hippos, rhinos, alpacas, llamas",
88037329,"02,05","2,030,503","20,301,020,324,050,300","the mark consists of a female face with leaves in her hair.  women head, portraiture or busts facing forward; portraiture of women facing forward; heads of women facing forward; busts of women facing forward    women, stylized, including women depicted in caricature form    more than one leaf, including scattered leaves, bunches of leaves not attached to branches",
88037504,"01,03,26","11,703,132,611","11,711,031,301,261,100","the mark consists of a green paw print design inside the outline of the state of oregon in black and gray. the color white in the mark merely represents transparent background and is not claimed as a feature of the mark.  maps of states of the united states, excluding texas    paw prints; foot and paw prints of animals not including those from humans or birds; paws; claws of animals other than birds; feet of animals other than birds; scratch marks from claws and nails    rectangles that are completely or partially shaded",
88037598,10,1001,100125,"the mark consists of a three dimensional configuration of a cigar punch with a curved head and an undulating body and with the three piercing members at the base that are not part of the mark shown in dotted lines.  tobacco, chewing; ashtrays; cigar cutters; pipe cleaners",
88038287,"03,09","30,703,130,903","30,709,030,724,031,300,000,000","the mark consists of the head and torso a pig dressed as a caveman leaning slightly to the left with his right arm raised and holding a bone, all overlaid on a single line circle with the inner portion having a polka dotted background.  boars; hogs; pigs; sows in the nature of pigs; swine    stylized pigs and boars    stylized goats and sheep    costumed pigs and boars and those with human attributes    skeletons of mammals other than humans; bones of mammals other than humans; dog bones; skulls of mammals other than humans; fossils of mammals other than humans    vestments; uniforms; suspenders (clothing); surgical gowns; bath robes; leotards; kimonos; jump suits; costumes (halloween or masquerade); robes",
88038375,18,1803,180304,"the mark consists of a three-dimensional configuration of a rectangular platform where each perimeter side of the rectangular platform has a central indentation and where the rectangular platform has a square opening in the center of the platform with two opposing panels on opposite sides of the square opening positioned on top of the rectangular platform at opposing ends of the platform. the broken lines depicting the square opening in the center of the platform indicates placement of the mark on the goods and are not part of the mark. the wheels positioned below the rectangular platform are shown in broken lines and form no part of the mark. linear shading shown on the rectangular platform and two opposing panels form no part of the mark and serve only to show character and contour of the surfaces of the three-dimensional configuration.  dollies; wagons, children's",
88039611,"14,16","14,111,601","141,108,160,108","the mark consists of a padlock with a sparkle on the top right of the padlock, in front of a mobile phone.  padlocks; locks, combination; locks and key holes; padlocks; combination locks; locks    telephones; cellular phones; mobile phones; walkie-talkies",
88039964,"02,05,19,26","201,050,519,092,601","20,104,050,506,190,900,000,000,000,000,000,000","the mark consists of a three-dimensional configuration of packaging for the goods consisting of a bottle in the shape of buddha's head resting on a lotus flower. the bottle cap depicted in broken lines is not part of the mark.  shepherds; robes, men wearing; buddha; men, religious figures, men wearing robes, shepherds, monks and priests; ministers; monks; priests;  rabbi (religious figure); religious men    lotus flower    bottles, jars or flasks with bulging, protruding or rounded sides; flasks with bulging or protruding sides; jars with bulging or protruding sides    other bottles, jars or flasks    circles that are totally or partially shaded.    five or more circles; circles five or more",
88040297,"03,20","3,052,003","30,501,030,516,030,500,000,000","the mark consists of a horse's head embedded within a file folder.  horses    heads of horses and donkeys    stylized horses and donkeys    note pads; paper, tissue; stencils; file folders; tissues (facial)",
88040468,14,1401,"140,101,140,106","the mark consists of a three-dimensional configuration of a pipeline connected by a flange and two outer rods. the pipeline, the flange (except for two rounded notches described below) and the outer rods appear in dotted lines and are not claimed as parts of the mark. the flange contains two rounded notches, located only at the bottom of the flange.  tubing (hardware); tubes (hardware); pipes and fittings; pipe couplings and joints; couplings and joints, metal pipe    girders, rods, rails",
88040731,"02,26","2,112,601","21,125,260,106,260,100,000,000","the mark consists of image of a ball of cells.  tongue, human; spine, human; blood vessels, human; brain, human; buttocks, human; human, other parts of the body; nose, human; nerves, human; lungs, human; intestines, human    circles, semi; semi-circles    circles that are totally or partially shaded.    five or more circles; circles five or more",
88041181,26,"26,012,609","260,121,260,902,260,000,000,000,000,000,000,000","the mark consists of a blue circle adjacent to a red box all within a black box with rounded corners.  circles that are totally or partially shaded.    squares, plain single line; plain single line squares    two squares; squares,  exactly two squares    squares inside one another    squares that are completely or partially shaded    squares with curved sides",
88041520,"01,03,25,26","103,030,325,032,613","10,304,030,301,030,300,000,000,000,000","the mark consists of a baby elephant with head and trunk raised, sitting on dotted ground, with a starry night sky background, all on a half circle and half trapezoidal carrier with the round portion being on top.  starry sky; sky, starry; galaxies    elephants; mammoths; mastodons    stylized elephants, hippos, rhinos, alpacas, llamas    repetitive designs, words, or letters as a background; backgrounds covered with other figurative elements or repetitive designs, words or letters    quadrilaterals that are completely or partially shaded",
88041633,"15,26","1,507,150,926,012,610","150,701,150,925,260,000,000,000,000,000,000,000","the mark consists of a blue gray curved rectangle containing an orange gear-like graphic image. two lines, resembling circuits, protrude from both sides of the gear. the left side of the gear has two cut-outs resembling circuits entering into the gear. the right side has one cut-out resembling a circuit entering into the gear.  gears; cog wheels    electrical controllers; controllers, electrical; battery chargers; circuit boards; electric connectors and circuitry lines; chips and board hardware for computers; computer chips and circuits; fuseboxes; fuses, electrical; electrical charging devices    circles that are totally or partially shaded.    four circles; circles, exactly four circles    lines, straight; straight line(s), band(s) or bar(s); bars, straight; bands, straight    lines, horizontal; horizontal line(s), band(s) or bar(s); bars, horizontal; bands, horizontal",
88041977,26,"26,012,619","260,121,261,901",the mark consists of a circle formed by two half spheres with curved bands on each side.  circles that are totally or partially shaded.    spheres (geometric),
88042296,"07,15","7,111,501","71,104,150,108,150,100","the mark consists of a three-dimensional configuration of a center pivot irrigation tower. the base of the tower is two wheels with a bar in between. two sets of tower legs, connected by four horizontal trusses decreasing in size from the top to the bottom, are bolted to the base and are symmetrical to each other. each set of the two trussed tower legs meet at the top and connect to a pipeline. the trusses connecting the tower legs are bolted on the inside and form hollow acute angle trapezoids. applicant claims the four horizontal trusses, the inside (interior facing) bolting of the trusses to the tower legs and the symmetrical hollow acute angle trapezoids as features of the mark. color is not claimed as a feature of the mark. none of the other features describes above are claimed as features of the mark.  scaffolding    mowers, lawn, power; plows, farm and garden, motorized; aerators, soil, motorized; agricultural machines; farm equipment, machines for agriculture; garden equipment, mowers (manual and power); lawn mowers, manual; mowers, lawn, manual; lawn mowers, power    fulcrums; pumps, air (motorized); robots, industrial; trash compactors, industrial; compactors, industrial and commercial; door closers; air pumps, motorized",
88043749,28,2801,280103,the mark consists of four chinese characters.  japanese characters; japanese and chinese characters; chinese characters,
88044156,"07,13","70,307,071,301","70,306,070,705,130,100,000,000","the mark consists of a three-dimensional configuration of the exterior of a restaurant building including the lamps, awnings featuring three narrow stripes and two wide stripes and the building entranceway that consists of vertical sides and a curved top in the center portion of the building. the windows, benches and other features shown in dotted lines show the position of the mark and are not part of the mark. the broken lines show the placement of the mark in relationship to the structure, but no claim is made to the exterior structure, including the exterior structure of the bump out identified by the broken lines.  theaters; supermarket; art galleries; bars, cocktail lounge; delicatessens; discos; drive-in-theaters; galleries, art; grocery stores; stores (building); service stations; restaurants    awnings; shutters, window    pole lamps; sconces (lamps); chandeliers; lava lamps; nightlights    other lighting equipment",
88045263,"09,19","90,309,091,901","90,316,090,905,190,100,000,000","the mark consists of a wearable bag with a stylized shape, two pockets, zippers, cylinder shape with clip.  waistband (clothing); stitching on clothing pockets; sleeves (clothing); pockets, clothing with embroidery or stitching; pockets; embroidery on clothing pockets; cuffs (clothing); collars (clothing)    zippers (textile or clothing)    purses; pocketbooks; handbags    tote bags; saddle bags; medical bags; hat boxes; bags, bowling; cosmetic cases; bowling bags; boot bags, ski; bags, camera; doctor's bags",
88046680,15,1505,"150,504,150,507","the mark consists of a three-dimensional configuration of payment transaction and processing computer hardware. the broken lines depicting a concentric square symbol, card slide and tablet indicate placement of the mark on the goods and are not part of the mark.  pda (personal digital assistant); tablet computers, handheld; mp3 players; digital music players; handheld video game players; video game players with screens, handheld    hard drives; usb drives, not including cords; flash drives and dongles; removable memory drives; memory cards; electronic card reader; drives for computers; tape drives (computer); readers for electronic chips and cards; mainframes, computer; cpu (central processing unit); computer towers; servers, computer",
88046698,"01,02,04,26","107,020,102,090,401,000,000,000,000","10,725,020,133,020,900,000,000,000,000,000,000,000,000,000,000","the mark consists of a stylized drawing of a man holding a large globe on his back, within a circle.  globes, other    grotesque men formed by letters, numbers, punctuation or geometric shapes; stick figures    humans, including men, women and children, depicted toting items, such as buckets or bags; toting items, humans; carrying items, humans    caped characters (super heroes); ghosts; mythological beings, superbeings, ghosts, aliens; super heroes; zeus (mythology); athena (mythology); aliens; apollo (mythology)    person formed by geometric shapes; geometric shapes forming a person; geometric figures representing a person; geometric figures or combinations of geometric figures representing a person    circles as carriers or as single line borders    circles that are totally or partially shaded.    lines, curved; bars, curved; curved line(s), band(s) or bar(s); bands, curved",
88046868,"05,26","503,050,526,012,609","50,308,050,325,050,500,000,000,000,000,000,000","the mark consists of a dark grey square with rounded corners containing the design of seven stylized petals swirling in a pinwheel like design; the top petal is orange at the top and transitions to yellow; moving clockwise, the second petal is green; the third petal is blue at the top and transitions to green and then faintly to yellow; the fourth petal is green at the top and transitions to yellow and then faintly to orange; the fifth petal is red; the sixth petal is magenta at the top and transitions to red; the sixth petal is white at the top and transitions to magenta then to orange then to yellow and then to green; each petal is outlined in white.  more than one leaf, including scattered leaves, bunches of leaves not attached to branches    other leaves; leaf, single    iris  (flower); other flowers; daffodils    swirls; spirals; coils    squares that are completely or partially shaded    squares with curved sides",
88046968,"02,21,26","20,102,030,207,210,300,000,000","20,131,020,324,020,700,000,000,000,000,000,000,000,000,000,000","the mark consists of an outline of two people standing next to each other in black, the taller person being a male with an outstretched left arm, and the shorter person being a female standing in front of the male, with her right arm bent and her right hand resting on her right hip, and with her left arm raised up and holding a hand weight; the male has a black circle in his chest with black beams radiating from the circle and extending in front of the two people within the outline of the people. the background of the entire mark is transparent.  men, stylized, including men depicted in caricature form    women, stylized, including women depicted in caricature form    groups, males and females    rowing machines; handgrips, exercise; exercise weights; exercise machines; exercise bicycles; dumbbells; weight lifting machines; weights, exercise; kettle bells; barbell sets    circles that are totally or partially shaded.    straight line(s), band(s) or bar(s); lines, straight; bars, straight; bands, straight    vertical line(s), band(s) or bar(s); lines, vertical; bands, vertical; bars, vertical    lines, horizontal; bars, horizontal; horizontal line(s), band(s) or bar(s); bands, horizontal",
88047553,"02,04","20,102,110,407","20,134,021,102,040,700","the mark consists of a turquoise and aqua character with an enlarged circular head and small, slender arms and legs dominated by a cyan, black and white eyeball.  other grotesque including men formed by plants or objects; monsters (not robots)    iris (eye); human eyes; eyes, human    person formed by objects; objects forming a person",
88047750,"03,26","3,132,605","31,303,260,502,260,500","the mark consists of a pattern in which two antlers are placed on either side of a triangle.  horns shown alone or as part of something other than associated animal; antlers shown alone or as part of something other than associated animal    triangles, plain single line; plain single line triangles    triangle, incomplete (two angles); incomplete triangles (must have two angles)",
88048015,5,"50,105,030,513","50,103,050,106,050,300,000,000","the mark consists of a drawing of a palm tree with its trunk tilted to the right and with leaves above trunk and grass below trunk.  palm trees    stumps of trees, fallen trees, trunks of trees without branches    more than one leaf, including scattered leaves, bunches of leaves not attached to branches    grasses",
88049666,19,1907,190704,"the mark consists of a three-dimensional configuration of a pizza box with sides that slope upwards from the back of the packaging to the front of the packaging. the broken lines depicting the front and back of the pizza box as well as the notch in the front of the box indicate placement of the mark on the goods and are not part of the mark.  packages, flattened; cartons, flattened; flattened packages and cartons",
88049909,4,409,40901,"the mark consists of a design of a stylized oval-shaped decorative mask containing a series of longitudinal and latitudinal lines. the mask design features two darkly outlined circles for the eyes, two concentric circles for the mouth, and two partially shaded rounded shapes for the cheeks. there are seven tassels attached on the bottom section of the mask.  masks, theatrical masks; face masks (costume); masks, halloween (costume)",
88050602,"26,29","2,611,290,229,052,900","261,111,261,121,290,000,000,000,000,000,000,000,000,000","the mark consists of a stripe of red followed by a smaller stripe of yellow/orange, followed by a smaller stripe of dark blue.  rectangles divided twice into three sections    rectangles that are completely or partially shaded    yellow or gold (single color used for the entire goods/services)    red or pink (multiple colors used on the entire goods)    blue (multiple colors used on the entire goods)    blue (multiple colors used on a portion of the goods)    yellow or gold (multiple colors used on a portion of the goods)",
88050612,"07,14,15,26","703,140,515,072,601","70,305,140,509,150,700,000,000,000,000","the mark consists of a pinwheel with three blades one being red, one being yellow and one being purple, having a white center, all placed over a blue circle background.  windmills; watermills    saws, saw blades    wheels with tires; wheels (without spokes); casters, wheels; hubcaps    circles, plain single line; plain single line circles    circles that are totally or partially shaded.",
88050756,"02,18","2,111,811","21,102,021,107,181,100","the mark consists of two drawn eyeballs with raised eyebrows, drawn above right and left four-knuckled hands depicted as gripping a ledge or steering wheel.  iris (eye); human eyes; eyes, human    human hands, fingers, arms; hands; arms; fingers    steering wheels; wheels, steering; ships' wheels",
88050791,"16,24,26","1,601,241,726,012,610","160,105,241,713,260,000,000,000","the mark consists of a stylized, inverted musical note with the head represented by the image of a vinyl record.  records, phonograph; record albums; phonograph records; dvds; digital versatile discs or digital video discs (dvds); compact discs (cds); albums, record    musical symbols, including treble and bass clef symbols, sharp and flat symbols and notes; musical staff; clef symbol (musical); musical notes    plain single line circles; circles, plain single line    lines, curved; bars, curved; curved line(s), band(s) or bar(s); bands, curved",
88050877,"14,20,26","1,401,200,326,172,610","140,104,200,306,261,000,000,000,000,000","the mark consists of a three-dimensional configuration of product packaging that resembles dynamite, consisting of five approximately cylindrical tubes bundled together with a wide band around the middle. each cylinder has a cord that comes out of the top, and all of the cords are tied together. a hangtag is attached to the cords. the hang tag depicted in broken lines is not part of the mark.  electrical wire/cables, without plug; cords, electrical (without plugs); cables, electrical, without electric plugs    tags (paper); labels; identification tags; hang tags; address labels    straight line(s), band(s) or bar(s); bands, straight; bars, straight; lines, straight    lines, horizontal; bands, horizontal; bars, horizontal; horizontal line(s), band(s) or bar(s)    cylinders (geometric)",
88050883,"14,19,20,26","14,011,909,200,326,100,000","140,104,190,901,200,000,000,000,000,000,000,000","the mark consists of a three-dimensional configuration of product packaging that resembles dynamite, consisting of three approximately cylindrical tubes bundled together with a wide band around the middle. each cylinder has a cord that comes out of the top, and all of the cords are tied together. a hangtag is attached to the cords. the hang tag depicted in broken lines is not part of the mark.  cables, electrical, without electric plugs; cords, electrical (without plugs); electrical wire/cables, without plug    jars with conical or triangular shape; jars with conical or triangular shape; flasks with conical or triangular shape; bottles, jars or flasks of conical or triangular shape    identification tags; labels; tags (paper); hang tags; address labels    straight line(s), band(s) or bar(s); lines, straight; bars, straight; bands, straight    lines, horizontal; horizontal line(s), band(s) or bar(s); bars, horizontal; bands, horizontal    cylinders (geometric)",
88051524,18,1805,180503,"the mark consists of a frontal view of a rail car.  trains; train cars; engines, railroad; locomotives; subway cars",
88051579,9,907,"90,706,090,708","the mark consists of a women's high heel shoe, consisting of two chain-like link designs vertically oriented with each other. the dotted lines are not part of the mark but are intended only to show placement of the mark.  other women's shoes    heels, shoe; arch supports; supports, arch",
88051762,24,2415,"241,502,241,510","the mark consists of two arrows, each forming an incomplete oval, which overlap and touch on the far left edge of the ovals. the upper arrow oval appears in the foreground and above the other and angles upward to the right away from the point of touching. the lower arrow oval appears behind or below the other and angles downward to the right away from the point of touching. the spearhead of each arrow appears on the top edge of the oval and point to the left.  arrows forming any other geometric figure    arrows, more than one; more than one arrow",
88052155,26,2617,"261,701,261,705,261,000","the mark consists of two layers with horizontal extensions and a downward depression at the center.  straight line(s), band(s) or bar(s); lines, straight; bars, straight; bands, straight    lines, horizontal; horizontal line(s), band(s) or bar(s); bands, horizontal; bars, horizontal    lines, curved; bars, curved; curved line(s), band(s) or bar(s); bands, curved",
88052257,26,"26,092,617","260,920,260,921,260,000,000,000","the mark consists of a generally square outline with curved edges surrounding a stylized image of linkages one of which intersects a curve. the black in the drawing represents transparent background and is not claimed as a feature of the mark.  squares inside one another    squares that are completely or partially shaded    squares with curved sides    bars, curved; curved line(s), band(s) or bar(s); bands, curved; lines, curved",
88052853,"07,08,26","713,080,326,012,611","71,303,080,302,260,100,000,000","the mark consists of the mark consists of a three-dimensional configuration comprising a unique sign design in the shape of a lollipop; the applicant no longer wishes to claim any color to the mark, and wishes to delete the color claim from the mark. in this case, applicant may delete the color claim because it would not materially alter the mark. see 37 c.f.r. Â§2.72; tmep Â§807.14.  street signs (mounted on posts); advertising, signs, mounted or with posts or standards    suckers, candy; lollipops; candy on a stick, such as suckers    circles made of broken or dotted lines    rectangles made of broken or dotted lines",
88053422,"02,09","2,110,901","21,109,090,107","the mark consists of a three-dimensional configuration of a brown novelty pillow in the shape of a man's torso having conspicuous muscular features with one sturdy arm and one hand. the broken lines depicting a product tag indicate placement of the mark on the goods and are not part of the mark.  dummies, (without hands or feet); human bodies or dummies without heads or feet; mannequins (without hands or feet); torso, human; bodies, human (without hands or feet)    comforters, bed; bolsters (cushions); blankets; bedding, pillows, comforters, blankets; bedding, bedspreads; bed quilts; bed pillows; bed comforters; bags, sleeping; afghan; mattress pads; pillows; quilts, bed; sleeping bags; cushions",
88053690,3,"3,190,321","31,924,032,102","the mark consists of this the the famu snake head logo showing the famu rattler's head with it's mouth open bearing its fang ready to strike.  stylized small fish, such as common fish and seahorses    anacondas; viper; cobras; rattlesnakes; serpents; snakes; boa constrictors",
88055019,"01,02,26","11,502,112,609","11,513,021,113,260,900","the mark consists of a design of a heart with a wave design across the lower part of the heart.  waves, single; ripple (single wave)    hearts used as backgrounds or carriers    squares that are completely or partially shaded",
88056060,"01,05","1,150,503","11,508,050,325","the mark consists of a water drop design on the left side of the mark and a leaf design on the right side of the mark.  teardrop (a single drop); single drop (rain, tear, etc.); raindrop (a single drop)    other leaves; leaf, single",
88056264,"19,26","19,092,617","190,902,261,705,261,000","the mark consists of the three dimensional configuration of a beverage bottle with a flat bottom, round sides that curve inwards towards the neck of the bottle, and a round, cube-shaped top. the mid-section of the bottle has a pattern engraving featuring curved horizontal lines on the top and on the bottom of the midsection, and curved diagonal lines in the middle. the pattern engraving resembles both round shapes and diamond shapes with slight reliefs. the broken lines depicting the bottle stopper indicate placement of the mark on the goods and are not part of the mark.  flasks with bulging or protruding sides; jars with bulging or protruding sides; bottles, jars or flasks with bulging, protruding or rounded sides    horizontal line(s), band(s) or bar(s); lines, horizontal; bars, horizontal; bands, horizontal    lines, diagonal; diagonal line(s), band(s) or bar(s); bars, diagonal; bands, diagonal",
88056294,26,2617,261712,"the mark consists of a chevron design, of which the point (to the right) and ends (to the left) are rounded.  angles (geometric); chevrons",
88056757,2,"201,020,302,070,209","20,102,020,302,020,700,000,000","the mark consists of silhouettes of a man and a woman sitting back to back.  silhouettes of men; men depicted as shadows or silhouettes of men    women depicted as shadows or silhouettes of women; silhouettes of women    groups, males and females    sitting, humans; kneeling, humans; humans, including men, women and children, depicted sitting or kneeling",
88057520,"20,24,26","200,324,152,617","200,308,241,504,261,000","the mark consists of an upward pointing arrow with three vertical lines appearing below the arrow. the overall drawing is of a graph.  periodic chart of the elements and similar graphics; paper, graph; graph paper; diagrams; charts; blueprints    arrowheads    zig-zag line(s); lines, zig-zag",
88057701,"01,02,05,06,11,17,26","115,020,305,030,601,000,000,000,000","11,501,020,308,020,300,000,000,000,000,000,000,000,000,000,000,000,000","the mark consists of a landscape framed by a rainbow, having a volcano centered before distant mountains and spewing lava into the sky, and having a wide-eyed girl with a flower in her hair and wearing a grass skirt and a necklace of flowers and foot bracelets and holding a teapot in her upwardly stretched hands from which the rainbow emanates and standing next to a bunch of branches with tea leaves.  rainbows    women, hawaiian; hawaiian women; grass skirts (women wearing)    women wearing ribbons or flowers in their hair; flowers (women wearing in hair); ribbons (women wearing in hair)    more than one leaf, including scattered leaves, bunches of leaves not attached to branches    volcanoes    scenery with mountains; mountains (landscapes)    teapots (non-electric); tea kettles (non-electric); kettles, tea (non-electric); coffee pots, non-electric    tags, identification (metal); dog tags (military identification); chains, jewelry; necklaces; chokers (jewelry); bracelets    ovals that are completely or partially shaded",
88058173,"02,03","2,110,323","21,101,032,306,032,300","the mark consists of a bee hive in the shape of and combined with a human heart; two bees are climbing toward the opening of the hive, the bottom bee facing left and the top bee facing down and to the right; graduating layers make up the hive; representations of the aorta and arteries are on the front and top of the hive/heart.  hearts excluding hearts as carriers or depicted on playing cards    bumblebees; hornets; bees; wasps; yellowjackets    beehives; honeycombs    stylized insects, spiders, and micro-organisms",
88059930,"14,29","14,012,905","140,108,290,506,290,000,000,000","the mark consists of the colors black, white and green in a pattern of eight vertical bands of black, followed by ten vertical bands of white, followed by eight vertical bands of green as applied to the entire surface of the bale net wrapping. the dotted lines are intended to show the position of the mark and are not part of the mark as shown.  screens, window; screens, fireplace; nets, wire netting    green (multiple colors used on the entire goods)    white (multiple colors used on the entire goods)    black (multiple colors used on the entire goods)",
88060126,"01,02,09,14,15,26","10,102,010,905,141,100,000,000","10,103,020,101,020,100,000,000,000,000,000,000,000,000","the mark consists of a circle surrounding the image of a gear with a construction hat and star design at the center containing a keyhole design, creating the appearance of a face of a worker.  star a single star with five points    busts of men facing forward; heads of men facing forward; men heads, portraiture, or busts facing forward; portraiture of men facing forward    men, stylized, including men depicted in caricature form    helmets, athletic; helmets, construction; helmets, military; helmets, protective; safety helmets; football helmets; batting helmets; caps, nurses; caps, swimming; dunce caps    padlocks; locks, combination; locks; locks and key holes; padlocks; combination locks    cog wheels; gears    circles as carriers or as single line borders",
88061221,"05,08,26","503,051,108,012,611","50,308,050,325,051,100,000,000,000,000","the mark consists of a three-dimensional configuration of a pizza with rounded ends. the elements shown in dotted lines illustrate toppings on the pizza as well as product packaging and are not claimed as a feature of the mark.  more than one leaf, including scattered leaves, bunches of leaves not attached to branches    other leaves; leaf, single    tomatoes    pizza    rectangles (single line); plain single line rectangles",
88061785,"24,26","24,012,617","240,102,261,701,261,000","the mark consists of a drawing of a shield with three diagonal 45 degree turquoise lines alternating with two diagonal 45 degree white lines.  shields or crests with figurative elements contained therein or superimposed thereon    lines, straight; bars, straight; straight line(s), band(s) or bar(s); bands, straight    lines, diagonal; diagonal line(s), band(s) or bar(s); bars, diagonal; bands, diagonal",
